shipping_id,order_id,carrier,shipping_method,warehouse_location,ship_date,delivery_date,shipping_cost,delivery_status
8001791,70016791,Canada Post,Standard,Edmonton-AB,2024-08-11,2024-08-18,9.99,Delivered
8001792,70016792,UPS,Expedited,Calgary-AB,2024-08-12,2024-08-15,14.99,Delivered
8001793,70016793,FedEx,Standard,Vancouver-BC,2024-08-09,2024-08-17,11.99,Delivered
8001794,70016794,Purolator,Express,Toronto-ON,2024-08-13,2024-08-15,19.99,Delivered
8001795,70016795,DHL,Standard,Chicago-IL,2024-08-10,2024-08-19,12.99,Delivered
8001796,70016796,Canada Post,Standard,Edmonton-AB,2024-08-14,2024-08-21,9.99,Delivered
8001797,70016797,UPS,Expedited,Calgary-AB,2024-08-15,2024-08-18,14.99,Delivered
8001798,70016798,FedEx,Standard,Vancouver-BC,2024-08-12,2024-08-20,11.99,Delivered
8001799,70016799,Purolator,Express,Toronto-ON,2024-08-16,2024-08-18,19.99,Delivered
8001800,70016800,DHL,Standard,Chicago-IL,2024-08-13,2024-08-22,12.99,Delivered
8001801,70016801,Canada Post,Standard,Edmonton-AB,2024-08-17,2024-08-24,9.99,Delivered
8001802,70016802,UPS,Expedited,Calgary-AB,2024-08-18,2024-08-21,14.99,Delivered
8001803,70016803,FedEx,Standard,Vancouver-BC,2024-08-15,2024-08-23,11.99,Delivered
8001804,70016804,Purolator,Express,Toronto-ON,2024-08-19,2024-08-21,19.99,Delivered
8001805,70016805,DHL,Standard,Chicago-IL,2024-08-16,2024-08-25,12.99,Delivered
8001806,70016806,Canada Post,Standard,Edmonton-AB,2024-08-20,2024-08-27,9.99,Delivered
8001807,70016807,UPS,Expedited,Calgary-AB,2024-08-21,2024-08-24,14.99,Delivered
8001808,70016808,FedEx,Standard,Vancouver-BC,2024-08-18,2024-08-26,11.99,Delivered
8001809,70016809,Purolator,Express,Toronto-ON,2024-08-22,2024-08-24,19.99,Delivered
8001810,70016810,DHL,Standard,Chicago-IL,2024-08-19,2024-08-28,12.99,Delivered
8001811,70016811,Canada Post,Standard,Edmonton-AB,2024-08-23,2024-08-30,9.99,Delivered
8001812,70016812,UPS,Expedited,Calgary-AB,2024-08-24,2024-08-27,14.99,Delivered
8001813,70016813,FedEx,Standard,Vancouver-BC,2024-08-21,2024-08-29,11.99,Delivered
8001814,70016814,Purolator,Express,Toronto-ON,2024-08-25,2024-08-27,19.99,Delivered
8001815,70016815,DHL,Standard,Chicago-IL,2024-08-22,2024-08-31,12.99,Delivered
8001816,70016816,Canada Post,Standard,Edmonton-AB,2024-08-26,2024-09-02,9.99,Delivered
8001817,70016817,UPS,Expedited,Calgary-AB,2024-08-27,2024-08-30,14.99,Delivered
8001818,70016818,FedEx,Standard,Vancouver-BC,2024-08-24,2024-09-01,11.99,Delivered
8001819,70016819,Purolator,Express,Toronto-ON,2024-08-28,2024-08-30,19.99,Delivered
8001820,70016820,DHL,Standard,Chicago-IL,2024-08-25,2024-09-03,12.99,Delivered
8001821,70016821,Canada Post,Standard,Edmonton-AB,2024-08-29,2024-09-05,9.99,Delivered
8001822,70016822,UPS,Expedited,Calgary-AB,2024-08-30,2024-09-02,14.99,Delivered
8001823,70016823,FedEx,Standard,Vancouver-BC,2024-08-27,2024-09-04,11.99,Delivered
8001824,70016824,Purolator,Express,Toronto-ON,2024-08-31,2024-09-02,19.99,Delivered
8001825,70016825,DHL,Standard,Chicago-IL,2024-08-28,2024-09-06,12.99,Delivered
8001826,70016826,Canada Post,Standard,Edmonton-AB,2024-09-01,2024-09-08,9.99,Delivered
8001827,70016827,UPS,Expedited,Calgary-AB,2024-09-02,2024-09-05,14.99,Delivered
8001828,70016828,FedEx,Standard,Vancouver-BC,2024-08-30,2024-09-07,11.99,Delivered
8001829,70016829,Purolator,Express,Toronto-ON,2024-09-03,2024-09-05,19.99,Delivered
8001830,70016830,DHL,Standard,Chicago-IL,2024-08-31,2024-09-09,12.99,Delivered
8001831,70016831,Canada Post,Standard,Edmonton-AB,2024-09-04,2024-09-11,9.99,Delivered
8001832,70016832,UPS,Expedited,Calgary-AB,2024-09-05,2024-09-08,14.99,Delivered
8001833,70016833,FedEx,Standard,Vancouver-BC,2024-09-02,2024-09-10,11.99,Delivered
8001834,70016834,Purolator,Express,Toronto-ON,2024-09-06,2024-09-08,19.99,Delivered
8001835,70016835,DHL,Standard,Chicago-IL,2024-09-03,2024-09-12,12.99,Delivered
8001836,70016836,Canada Post,Standard,Edmonton-AB,2024-09-07,2024-09-14,9.99,Delivered
8001837,70016837,UPS,Expedited,Calgary-AB,2024-09-08,2024-09-11,14.99,Delivered
8001838,70016838,FedEx,Standard,Vancouver-BC,2024-09-05,2024-09-13,11.99,Delivered
8001839,70016839,Purolator,Express,Toronto-ON,2024-09-09,2024-09-11,19.99,Delivered
8001840,70016840,DHL,Standard,Chicago-IL,2024-09-06,2024-09-15,12.99,Delivered
8001841,70016841,Canada Post,Standard,Edmonton-AB,2024-09-10,2024-09-17,9.99,Delivered
8001842,70016842,UPS,Expedited,Calgary-AB,2024-09-11,2024-09-14,14.99,Delivered
8001843,70016843,FedEx,Standard,Vancouver-BC,2024-09-08,2024-09-16,11.99,Delivered
8001844,70016844,Purolator,Express,Toronto-ON,2024-09-12,2024-09-14,19.99,Delivered
8001845,70016845,DHL,Standard,Chicago-IL,2024-09-09,2024-09-18,12.99,Delivered
8001846,70016846,Canada Post,Standard,Edmonton-AB,2024-09-13,2024-09-20,9.99,Delivered
8001847,70016847,UPS,Expedited,Calgary-AB,2024-09-14,2024-09-17,14.99,Delivered
8001848,70016848,FedEx,Standard,Vancouver-BC,2024-09-11,2024-09-19,11.99,Delivered
8001849,70016849,Purolator,Express,Toronto-ON,2024-09-15,2024-09-17,19.99,Delivered
8001850,70016850,DHL,Standard,Chicago-IL,2024-09-12,2024-09-21,12.99,Delivered
8001851,70016851,Canada Post,Standard,Edmonton-AB,2024-09-16,2024-09-23,9.99,Delivered
8001852,70016852,UPS,Expedited,Calgary-AB,2024-09-17,2024-09-20,14.99,Delivered
8001853,70016853,FedEx,Standard,Vancouver-BC,2024-09-14,2024-09-22,11.99,Delivered
8001854,70016854,Purolator,Express,Toronto-ON,2024-09-18,2024-09-20,19.99,Delivered
8001855,70016855,DHL,Standard,Chicago-IL,2024-09-15,2024-09-24,12.99,
8001856,70016856,Canada Post,Standard,Edmonton-AB,2024-09-17,2024-09-24,9.99,Delivered
8001857,70016857,UPS,Expedited,Calgary-AB,2024-09-18,2024-09-21,14.99,Delivered
8001858,70016858,FedEx,Standard,Vancouver-BC,2024-09-15,2024-09-23,11.99,Delivered
8001859,70016859,Purolator,Express,Toronto-ON,2024-09-19,2024-09-21,19.99,Delivered
8001860,70016860,DHL,Standard,Chicago-IL,2024-09-16,2024-09-25,12.99,Delivered
8001861,70016861,Canada Post,Standard,Edmonton-AB,2024-09-20,2024-09-27,9.99,Delivered
8001862,70016862,UPS,Expedited,Calgary-AB,2024-09-21,2024-09-24,14.99,Delivered
8001863,70016863,FedEx,Standard,Vancouver-BC,2024-09-18,2024-09-26,11.99,Delivered
8001864,70016864,Purolator,Express,Toronto-ON,2024-09-22,2024-09-24,19.99,Delivered
8001865,70016865,DHL,Standard,Chicago-IL,2024-09-19,2024-09-28,12.99,Delivered
8001866,70016866,Canada Post,Standard,Edmonton-AB,2024-09-23,2024-09-30,9.99,Delivered
8001867,70016867,UPS,Expedited,Calgary-AB,2024-09-24,2024-09-27,14.99,Delivered
8001868,70016868,FedEx,Standard,Vancouver-BC,2024-09-21,2024-09-29,11.99,Delivered
8001869,70016869,Purolator,Express,Toronto-ON,2024-09-25,2024-09-27,19.99,Delivered
8001870,70016870,DHL,Standard,Chicago-IL,2024-09-22,2024-10-01,12.99,Delivered
8001871,70016871,Canada Post,Standard,Edmonton-AB,2024-09-26,2024-10-03,9.99,Delivered
8001872,70016872,UPS,Expedited,Calgary-AB,2024-09-27,2024-09-30,14.99,Delivered
8001873,70016873,FedEx,Standard,Vancouver-BC,2024-09-24,2024-10-02,11.99,Delivered
8001874,70016874,Purolator,Express,Toronto-ON,2024-09-28,2024-09-30,19.99,Delivered
8001875,70016875,DHL,Standard,Chicago-IL,2024-09-25,2024-10-04,12.99,Delivered
8001876,70016876,Canada Post,Standard,Edmonton-AB,2024-09-29,2024-10-06,9.99,Delivered
8001877,70016877,UPS,Expedited,Calgary-AB,2024-09-30,2024-10-03,14.99,Delivered
8001878,70016878,FedEx,Standard,Vancouver-BC,2024-09-27,2024-10-05,11.99,Delivered
8001879,70016879,Purolator,Express,Toronto-ON,2024-10-01,2024-10-03,19.99,Delivered
8001880,70016880,DHL,Standard,Chicago-IL,2024-09-28,2024-10-07,12.99,Delivered
8001881,70016881,Canada Post,Standard,Edmonton-AB,2024-10-02,2024-10-09,9.99,Delivered
8001882,70016882,UPS,Expedited,Calgary-AB,2024-10-03,2024-10-06,14.99,Delivered
8001883,70016883,FedEx,Standard,Vancouver-BC,2024-09-30,2024-10-08,11.99,Delivered
8001884,70016884,Purolator,Express,Toronto-ON,2024-10-04,2024-10-06,19.99,Delivered
8001885,70016885,DHL,Standard,Chicago-IL,2024-10-01,2024-10-10,12.99,Delivered
8001886,70016886,Canada Post,Standard,Edmonton-AB,2024-10-05,2024-10-12,9.99,Delivered
8001887,70016887,UPS,Expedited,Calgary-AB,2024-10-06,2024-10-09,14.99,Delivered
8001888,70016888,FedEx,Standard,Vancouver-BC,2024-10-03,2024-10-11,11.99,Delivered
8001889,70016889,Purolator,Express,Toronto-ON,2024-10-07,2024-10-09,19.99,Delivered
8001890,70016890,DHL,Standard,Chicago-IL,2024-10-04,2024-10-13,12.99,Delivered
8001891,70016891,Canada Post,Standard,Edmonton-AB,2024-10-08,2024-10-15,9.99,Delivered
8001892,70016892,UPS,Expedited,Calgary-AB,2024-10-09,2024-10-12,14.99,Delivered
8001893,70016893,FedEx,Standard,Vancouver-BC,2024-10-06,2024-10-14,11.99,Delivered
8001894,70016894,Purolator,Express,Toronto-ON,2024-10-10,2024-10-12,19.99,Delivered
8001895,70016895,DHL,Standard,Chicago-IL,2024-10-07,2024-10-16,12.99,Delivered
8001896,70016896,Canada Post,Standard,Edmonton-AB,2024-10-11,2024-10-18,9.99,Delivered
8001897,70016897,UPS,Expedited,Calgary-AB,2024-10-12,2024-10-15,14.99,Delivered
8001898,70016898,FedEx,Standard,Vancouver-BC,2024-10-09,2024-10-17,11.99,Delivered
8001899,70016899,Purolator,Express,Toronto-ON,2024-10-13,2024-10-15,19.99,Delivered
8001900,70016900,DHL,Standard,Chicago-IL,2024-10-10,2024-10-19,12.99,Delivered
8001901,70016901,Canada Post,Standard,Edmonton-AB,2024-10-14,2024-10-21,9.99,Delivered
8001902,70016902,UPS,Expedited,Calgary-AB,2024-10-15,2024-10-18,14.99,Delivered
8001903,70016903,FedEx,Standard,Vancouver-BC,2024-10-12,2024-10-20,11.99,Delivered
8001904,70016904,Purolator,Express,Toronto-ON,2024-10-16,2024-10-18,19.99,Delivered
8001905,70016905,DHL,Standard,Chicago-IL,2024-10-13,2024-10-22,12.99,Delivered
8001906,70016906,Canada Post,Standard,Edmonton-AB,2024-10-17,2024-10-24,9.99,Delivered
8001907,70016907,UPS,Expedited,Calgary-AB,2024-10-18,2024-10-21,14.99,Delivered
8001908,70016908,FedEx,Standard,Vancouver-BC,2024-10-15,2024-10-23,11.99,Delivered
8001909,70016909,Purolator,Express,Toronto-ON,2024-10-19,2024-10-21,19.99,Delivered
8001910,70016910,DHL,Standard,Chicago-IL,2024-10-16,2024-10-25,12.99,Delivered
8001911,70016911,Canada Post,Standard,Edmonton-AB,2024-10-20,2024-10-27,9.99,Delivered
8001912,70016912,UPS,Expedited,Calgary-AB,2024-10-21,2024-10-24,14.99,Delivered
8001913,70016913,FedEx,Standard,Vancouver-BC,2024-10-18,2024-10-26,11.99,Delivered
8001914,70016914,Purolator,Express,Toronto-ON,2024-10-22,2024-10-24,19.99,Delivered
8001915,70016915,DHL,Standard,Chicago-IL,2024-10-19,2024-10-28,12.99,Delivered
8001916,70016916,Canada Post,Standard,Edmonton-AB,2024-10-23,2024-10-30,9.99,Delivered
8001917,70016917,UPS,Expedited,Calgary-AB,2024-10-24,2024-10-27,14.99,Delivered
8001918,70016918,FedEx,Standard,Vancouver-BC,2024-10-21,2024-10-29,11.99,Delivered
8001919,70016919,Purolator,Express,Toronto-ON,2024-10-25,2024-10-27,19.99,Delivered
8001920,70016920,DHL,Standard,Chicago-IL,2024-10-22,2024-10-31,12.99,Delivered
8001921,70016921,Canada Post,Standard,Edmonton-AB,2024-10-26,2024-11-02,9.99,Delivered
8001922,70016922,UPS,Expedited,Calgary-AB,2024-10-27,2024-10-30,14.99,Delivered
8001923,70016923,FedEx,Standard,Vancouver-BC,2024-10-24,2024-11-01,11.99,Delivered
8001924,70016924,Purolator,Express,Toronto-ON,2024-10-28,2024-10-30,19.99,Delivered
8001925,70016925,DHL,Standard,Chicago-IL,2024-10-25,2024-11-03,12.99,Delivered
8001926,70016926,Canada Post,Standard,Edmonton-AB,2024-10-29,2024-11-05,9.99,Delivered
8001927,70016927,UPS,Expedited,Calgary-AB,2024-10-30,2024-11-02,14.99,Delivered
8001928,70016928,FedEx,Standard,Vancouver-BC,2024-10-27,2024-11-04,11.99,Delivered
8001929,70016929,Purolator,Express,Toronto-ON,2024-10-31,2024-11-02,19.99,Delivered
8001930,70016930,DHL,Standard,Chicago-IL,2024-10-28,2024-11-06,12.99,Delivered
8001931,70016931,Canada Post,Standard,Edmonton-AB,2024-11-01,2024-11-08,9.99,Delivered
8001932,70016932,UPS,Expedited,Calgary-AB,2024-11-02,2024-11-05,14.99,Delivered
8001933,70016933,FedEx,Standard,Vancouver-BC,2024-10-30,2024-11-07,11.99,Delivered
8001934,70016934,Purolator,Express,Toronto-ON,2024-11-03,2024-11-05,19.99,Delivered
8001935,70016935,DHL,Standard,Chicago-IL,2024-10-31,2024-11-09,12.99,Delivered
8001936,70016936,Canada Post,Standard,Edmonton-AB,2024-11-04,2024-11-11,9.99,Delivered
8001937,70016937,UPS,Expedited,Calgary-AB,2024-11-05,2024-11-08,14.99,Delivered
8001938,70016938,FedEx,Standard,Vancouver-BC,2024-11-02,2024-11-10,11.99,Delivered
8001939,70016939,Purolator,Express,Toronto-ON,2024-11-06,2024-11-08,19.99,Delivered
8001940,70016940,DHL,Standard,Chicago-IL,2024-11-03,2024-11-12,12.99,Delivered
8001941,70016941,Canada Post,Standard,Edmonton-AB,2024-11-07,2024-11-14,9.99,Delivered
8001942,70016942,UPS,Expedited,Calgary-AB,2024-11-08,2024-11-11,14.99,Delivered
8001943,70016943,FedEx,Standard,Vancouver-BC,2024-11-05,2024-11-13,11.99,Delivered
8001944,70016944,Purolator,Express,Toronto-ON,2024-11-09,2024-11-11,19.99,Delivered
8001945,70016945,DHL,Standard,Chicago-IL,2024-11-06,2024-11-15,12.99,Delivered
8001946,70016946,Canada Post,Standard,Edmonton-AB,2024-11-10,2024-11-17,9.99,Delivered
8001947,70016947,UPS,Expedited,Calgary-AB,2024-11-11,2024-11-14,14.99,Delivered
8001948,70016948,FedEx,Standard,Vancouver-BC,2024-11-08,2024-11-16,11.99,Delivered
8001949,70016949,Purolator,Express,Toronto-ON,2024-11-12,2024-11-14,19.99,Delivered
8001950,70016950,DHL,Standard,Chicago-IL,2024-11-09,2024-11-18,12.99,Delivered
8001951,70016951,Canada Post,Standard,Edmonton-AB,2024-11-13,2024-11-20,9.99,Delivered
8001952,70016952,UPS,Expedited,Calgary-AB,2024-11-14,2024-11-17,14.99,Delivered
8001953,70016953,FedEx,Standard,Vancouver-BC,2024-11-11,2024-11-19,11.99,Delivered
8001954,70016954,Purolator,Express,Toronto-ON,2024-11-15,2024-11-17,19.99,Delivered
8001955,70016955,DHL,Standard,Chicago-IL,2024-11-12,2024-11-21,12.99,Delivered
8001956,70016956,Canada Post,Standard,Edmonton-AB,2024-11-16,2024-11-23,9.99,Delivered
8001957,70016957,UPS,Expedited,Calgary-AB,2024-11-17,2024-11-20,14.99,Delivered
8001958,70016958,FedEx,Standard,Vancouver-BC,2024-11-14,2024-11-22,11.99,Delivered
8001959,70016959,Purolator,Express,Toronto-ON,2024-11-18,2024-11-20,19.99,Delivered
8001960,70016960,DHL,Standard,Chicago-IL,2024-11-15,2024-11-24,12.99,Delivered
8001961,70016961,Canada Post,Standard,Edmonton-AB,2024-11-18,2024-11-25,9.99,Delivered
8001962,70016962,UPS,Expedited,Calgary-AB,2024-11-19,2024-11-22,14.99,Delivered
8001963,70016963,FedEx,Standard,Vancouver-BC,2024-11-16,2024-11-24,11.99,Delivered
8001964,70016964,Purolator,Express,Toronto-ON,2024-11-20,2024-11-22,19.99,Delivered
8001965,70016965,DHL,Standard,Chicago-IL,2024-11-17,2024-11-26,12.99,Delivered
8001966,70016966,Canada Post,Standard,Edmonton-AB,2024-11-21,2024-11-28,9.99,Delivered
8001967,70016967,UPS,Expedited,Calgary-AB,2024-11-22,2024-11-25,14.99,Delivered
8001968,70016968,FedEx,Standard,Vancouver-BC,2024-11-19,2024-11-27,11.99,Delivered
8001969,70016969,Purolator,Express,Toronto-ON,2024-11-23,2024-11-25,19.99,Delivered
8001970,70016970,DHL,Standard,Chicago-IL,2024-11-20,2024-11-29,12.99,Delivered
8001971,70016971,Canada Post,Standard,Edmonton-AB,2024-11-24,2024-12-01,9.99,Delivered
8001972,70016972,UPS,Expedited,Calgary-AB,2024-11-25,2024-11-28,14.99,Delivered
8001973,70016973,FedEx,Standard,Vancouver-BC,2024-11-22,2024-11-30,11.99,Delivered
8001974,70016974,Purolator,Express,Toronto-ON,2024-11-26,2024-11-28,19.99,Delivered
8001975,70016975,DHL,Standard,Chicago-IL,2024-11-23,2024-12-02,12.99,Delivered
8001976,70016976,Canada Post,Standard,Edmonton-AB,2024-11-27,2024-12-04,9.99,Delivered
8001977,70016977,UPS,Expedited,Calgary-AB,2024-11-28,2024-12-01,14.99,Delivered
8001978,70016978,FedEx,Standard,Vancouver-BC,2024-11-25,2024-12-03,11.99,Delivered
8001979,70016979,Purolator,Express,Toronto-ON,2024-11-29,2024-12-01,19.99,Delivered
8001980,70016980,DHL,Standard,Chicago-IL,2024-11-26,2024-12-05,12.99,Delivered
8001981,70016981,Canada Post,Standard,Edmonton-AB,2024-11-30,2024-12-07,9.99,Delivered
8001982,70016982,UPS,Expedited,Calgary-AB,2024-12-01,2024-12-04,14.99,Delivered
8001983,70016983,FedEx,Standard,Vancouver-BC,2024-11-28,2024-12-06,11.99,Delivered
8001984,70016984,Purolator,Express,Toronto-ON,2024-12-02,2024-12-04,19.99,Delivered
8001985,70016985,DHL,Standard,Chicago-IL,2024-11-29,2024-12-08,12.99,Delivered
8001986,70016986,Canada Post,Standard,Edmonton-AB,2024-12-03,2024-12-10,9.99,Delivered
8001987,70016987,UPS,Expedited,Calgary-AB,2024-12-04,2024-12-07,14.99,Delivered
8001988,70016988,FedEx,Standard,Vancouver-BC,2024-12-01,2024-12-09,11.99,Delivered
8001989,70016989,Purolator,Express,Toronto-ON,2024-12-05,2024-12-07,19.99,Delivered
8001990,70016990,DHL,Standard,Chicago-IL,2024-12-02,2024-12-11,12.99,Delivered
8001991,70016991,Canada Post,Standard,Edmonton-AB,2024-12-06,2024-12-13,9.99,Delivered
8001992,70016992,UPS,Expedited,Calgary-AB,2024-12-07,2024-12-10,14.99,Delivered
8001993,70016993,FedEx,Standard,Vancouver-BC,2024-12-04,2024-12-12,11.99,Delivered
8001994,70016994,Purolator,Express,Toronto-ON,2024-12-08,2024-12-10,19.99,Delivered
8001995,70016995,DHL,Standard,Chicago-IL,2024-12-05,2024-12-14,12.99,Delivered
8001996,70016996,Canada Post,Standard,Edmonton-AB,2024-12-09,2024-12-16,9.99,Delivered
8001997,70016997,UPS,Expedited,Calgary-AB,2024-12-10,2024-12-13,14.99,Delivered
8001998,70016998,FedEx,Standard,Vancouver-BC,2024-12-07,2024-12-15,11.99,Delivered
8001999,70016999,Purolator,Express,Toronto-ON,2024-12-11,2024-12-13,19.99,Delivered
8002000,70017000,DHL,Standard,Chicago-IL,2024-12-08,2024-12-17,12.99,Delivered
8002001,70017001,Canada Post,Standard,Edmonton-AB,2024-12-10,2024-12-17,9.99,Delivered
8002002,70017002,UPS,Expedited,Calgary-AB,2024-12-11,2024-12-14,14.99,Delivered
8002003,70017003,FedEx,Standard,Vancouver-BC,2024-12-08,2024-12-16,11.99,Delivered
8002004,70017004,Purolator,Express,Toronto-ON,2024-12-12,2024-12-14,19.99,Delivered
8002005,70017005,DHL,Standard,Chicago-IL,2024-12-09,2024-12-18,12.99,Delivered
8002006,70017006,Canada Post,Standard,Edmonton-AB,2024-12-13,2024-12-20,9.99,Delivered
8002007,70017007,UPS,Expedited,Calgary-AB,2024-12-14,2024-12-17,14.99,Delivered
8002008,70017008,FedEx,Standard,Vancouver-BC,2024-12-11,2024-12-19,11.99,Delivered
8002009,70017009,Purolator,Express,Toronto-ON,2024-12-15,2024-12-17,19.99,Delivered
8002010,70017010,DHL,Standard,Chicago-IL,2024-12-12,2024-12-21,12.99,Delivered
8002011,70017011,Canada Post,Standard,Edmonton-AB,2024-12-16,2024-12-23,9.99,Delivered
8002012,70017012,UPS,Expedited,Calgary-AB,2024-12-17,2024-12-20,14.99,Delivered
8002013,70017013,FedEx,Standard,Vancouver-BC,2024-12-14,2024-12-22,11.99,Delivered
8002014,70017014,Purolator,Express,Toronto-ON,2024-12-18,2024-12-20,19.99,Delivered
8002015,70017015,DHL,Standard,Chicago-IL,2024-12-15,2024-12-24,12.99,Delivered
8002016,70017016,Canada Post,Standard,Edmonton-AB,2024-12-19,2024-12-26,9.99,Delivered
8002017,70017017,UPS,Expedited,Calgary-AB,2024-12-20,2024-12-23,14.99,Delivered
8002018,70017018,FedEx,Standard,Vancouver-BC,2024-12-17,2024-12-25,11.99,Delivered
8002019,70017019,Purolator,Express,Toronto-ON,2024-12-21,2024-12-23,19.99,Delivered
8002020,70017020,DHL,Standard,Chicago-IL,2024-12-18,2024-12-27,12.99,Delivered
8002021,70017021,Canada Post,Standard,Edmonton-AB,2024-12-22,2024-12-29,9.99,Delivered
8002022,70017022,UPS,Expedited,Calgary-AB,2024-12-23,2024-12-26,14.99,Delivered
8002023,70017023,FedEx,Standard,Vancouver-BC,2024-12-20,2024-12-28,11.99,Delivered
8002024,70017024,Purolator,Express,Toronto-ON,2024-12-24,2024-12-26,19.99,Delivered
8002025,70017025,DHL,Standard,Chicago-IL,2024-12-21,2024-12-30,12.99,Delivered
8002026,70017026,Canada Post,Standard,Edmonton-AB,2024-12-25,2024-12-31,9.99,Delivered
8002027,70017027,UPS,Expedited,Calgary-AB,2024-12-26,2024-12-29,14.99,Delivered
8002028,70017028,FedEx,Standard,Vancouver-BC,2024-12-23,2024-12-31,11.99,Delivered
8002029,70017029,Purolator,Express,Toronto-ON,2024-12-27,2024-12-29,19.99,Delivered
8002030,70017030,DHL,Standard,Chicago-IL,2024-12-24,2024-12-31,12.99,Delivered
8002031,70017031,Canada Post,Standard,Edmonton-AB,2024-12-28,2025-01-04,9.99,Delivered
8002032,70017032,UPS,Expedited,Calgary-AB,2024-12-29,2025-01-01,14.99,Delivered
8002033,70017033,FedEx,Standard,Vancouver-BC,2024-12-26,2025-01-03,11.99,Delivered
8002034,70017034,Purolator,Express,Toronto-ON,2024-12-30,2025-01-01,19.99,Delivered
8002035,70017035,DHL,Standard,Chicago-IL,2024-12-27,2025-01-05,12.99,Delivered
8002036,70017036,Canada Post,Standard,Edmonton-AB,2024-12-31,2025-01-07,9.99,Delivered
8002037,70017037,UPS,Expedited,Calgary-AB,2025-01-01,2025-01-04,14.99,Delivered
8002038,70017038,FedEx,Standard,Vancouver-BC,2024-12-29,2025-01-06,11.99,Delivered
